22:22:10.586: <- 059904 18EA3A00 14F001
22:40:37.098: -> 127250 09F1123A FF0000FF7FFF7FFD
22:40:37.146: -> 130306 09FD023A FF03034101FAFFFF
22:40:37.194: -> 127250 09F1123A FF0000FF7FFF7FFD
22:40:37.290: -> 127250 09F1123A FF0000FF7FFF7FFD
22:40:37.338: -> 130306 09FD023A FF0303EC00FAFFFF
22:40:37.386: -> 127250 09F1123A FF0000FF7FFF7FFD
22:40:37.498: -> 127250 09F1123A FF0000FF7FFF7FFD
22:40:37.514: -> 065305 1CFF193A 419F001702000000
22:40:37.546: -> 130306 09FD023A FF03033BF4FAFFFF
22:40:37.594: -> 127250 09F1123A FF0000FF7FFF7FFD
22:40:37.690: -> 127250 09F1123A FF0000FF7FFF7FFD
22:40:37.738: -> 130306 09FD023A FF030399F4FAFFFF
22:40:37.786: -> 127250 09F1123A FF0000FF7FFF7FFD
22:40:37.898: -> 127250 09F1123A FF0000FF7FFF7FFD
22:40:37.946: -> 130306 09FD023A FF0303DCF4FAFFFF
22:40:37.994: -> 127250 09F1123A FF0000FF7FFF7FFD
22:40:38.090: -> 127250 09F1123A FF0000FF7FFF7FFD
22:40:38.139: -> 130306 09FD023A FF0303D400FAFFFF
22:40:38.186: -> 127250 09F1123A FF0000FF7FFF7FFD
22:40:38.299: -> 127250 09F1123A FF0000FF7FFF7FFD
22:40:38.346: -> 130306 09FD023A FF03037EF4FAFFFF
22:40:38.394: -> 127250 09F1123A FF0000FF7FFF7FFD
22:40:38.490: -> 127250 09F1123A FF0000FF7FFF7FFD
22:40:38.522: -> 065305 1CFF193A 419F001702000000
22:40:38.538: -> 130306 09FD023A FF03034A00FAFFFF
22:40:38.586: -> 127250 09F1123A FF0000FF7FFF7FFD
22:40:38.698: -> 127250 09F1123A FF0000FF7FFF7FFD
22:40:38.746: -> 130306 09FD023A FF03034700FAFFFF
22:40:38.794: -> 127250 09F1123A FF0000FF7FFF7FFD
22:40:38.890: -> 127250 09F1123A FF0000FF7FFF7FFD
22:40:38.938: -> 130306 09FD023A FF03032100FAFFFF
22:40:38.986: -> 127250 09F1123A FF0000FF7FFF7FFD
22:40:39.098: -> 127250 09F1123A FF0000FF7FFF7FFD
22:40:39.146: -> 130306 09FD023A FF03032900FAFFFF
22:40:39.194: -> 127250 09F1123A FF0000FF7FFF7FFD
22:40:39.290: -> 127250 09F1123A FF0000FF7FFF7FFD
22:40:39.338: -> 130306 09FD023A FF03036300FAFFFF
22:40:39.386: -> 127250 09F1123A FF0000FF7FFF7FFD
22:40:39.498: -> 127250 09F1123A FF0000FF7FFF7FFD
22:40:39.514: -> 065305 1CFF193A 419F001702000000
22:40:39.546: -> 130306 09FD023A FF03033801FAFFFF
22:40:39.594: -> 127250 09F1123A FF0000FF7FFF7FFD
22:40:39.690: -> 127250 09F1123A FF0000FF7FFF7FFD
22:40:39.738: -> 130306 09FD023A FF03035DF5FAFFFF
22:40:39.786: -> 127250 09F1123A FF0000FF7FFF7FFD
22:40:39.898: -> 127250 09F1123A FF0000FF7FFF7FFD
22:40:39.946: -> 130306 09FD023A FF0303E6F4FAFFFF
22:40:39.994: -> 127250 09F1123A FF0000FF7FFF7FFD
22:40:40.090: -> 127250 09F1123A FF0000FF7FFF7FFD
22:40:40.138: -> 130306 09FD023A FF03032AF5FAFFFF
22:40:40.186: -> 127250 09F1123A FF0000FF7FFF7FFD
22:40:40.298: -> 127250 09F1123A FF0000FF7FFF7FFD
22:40:40.346: -> 130306 09FD023A FF03032A01FAFFFF
22:40:40.394: -> 127250 09F1123A FF0000FF7FFF7FFD
22:40:40.490: -> 127250 09F1123A FF0000FF7FFF7FFD
22:40:40.522: -> 065305 1CFF193A 419F001702000000
22:40:40.538: -> 130306 09FD023A FF030356F5FAFFFF
22:40:40.586: -> 127250 09F1123A FF0000FF7FFF7FFD
22:40:40.698: -> 127250 09F1123A FF0000FF7FFF7FFD
22:40:40.746: -> 130306 09FD023A FF030347F5FAFFFF
22:40:40.794: -> 127250 09F1123A FF0000FF7FFF7FFD
22:40:40.890: -> 127250 09F1123A FF0000FF7FFF7FFD
22:40:40.938: -> 130306 09FD023A FF0303A0F4FAFFFF
22:40:40.985: -> 127250 09F1123A FF0000FF7FFF7FFD
22:40:41.099: -> 127250 09F1123A FF0000FF7FFF7FFD
22:40:41.146: -> 130306 09FD023A FF030350F4FAFFFF
22:40:41.194: -> 127250 09F1123A FF0000FF7FFF7FFD
22:40:41.290: -> 127250 09F1123A FF0000FF7FFF7FFD
22:40:41.338: -> 130306 09FD023A FF030335F4FAFFFF
22:40:41.385: -> 127250 09F1123A FF0000FF7FFF7FFD
22:40:41.497: -> 127250 09F1123A FF0000FF7FFF7FFD
22:40:41.514: -> 065305 1CFF193A 419F001702000000
22:40:41.546: -> 130306 09FD023A FF03037EF4FAFFFF
22:40:41.594: -> 127250 09F1123A FF0000FF7FFF7FFD
22:40:41.689: -> 127250 09F1123A FF0000FF7FFF7FFD
22:40:41.738: -> 130306 09FD023A FF03038600FAFFFF
22:40:41.785: -> 127250 09F1123A FF0000FF7FFF7FFD
22:40:41.896: -> 127250 09F1123A FF0000FF7FFF7FFD
22:40:41.944: -> 130306 09FD023A FF0303CBF4FAFFFF
22:40:41.992: -> 127250 09F1123A FF0000FF7FFF7FFD
22:40:42.094: -> 127250 09F1123A FF0000FF7FFF7FFD
22:40:42.136: -> 130306 09FD023A FF03036D00FAFFFF
22:40:42.185: -> 127250 09F1123A FF0000FF7FFF7FFD
22:40:42.297: -> 127250 09F1123A FF0000FF7FFF7FFD
22:40:42.344: -> 130306 09FD023A FF03039F00FAFFFF
22:40:42.393: -> 127250 09F1123A FF0000FF7FFF7FFD
22:40:42.488: -> 127250 09F1123A FF0000FF7FFF7FFD
22:40:42.521: -> 065305 1CFF193A 419F001702000000
22:40:42.536: -> 130306 09FD023A FF030350F4FAFFFF
22:40:42.585: -> 127250 09F1123A FF0000FF7FFF7FFD
22:40:42.699: -> 127250 09F1123A FF0000FF7FFF7FFD
22:40:42.744: -> 130306 09FD023A FF03032800FAFFFF
22:40:42.792: -> 127250 09F1123A FF0000FF7FFF7FFD
22:40:42.888: -> 127250 09F1123A FF0000FF7FFF7FFD
22:40:42.936: -> 130306 09FD023A FF03038600FAFFFF
22:40:42.984: -> 127250 09F1123A FF0000FF7FFF7FFD
22:40:43.097: -> 127250 09F1123A FF0000FF7FFF7FFD
22:40:43.144: -> 130306 09FD023A FF03032F01FAFFFF
22:40:43.193: -> 127250 09F1123A FF0000FF7FFF7FFD
22:40:43.289: -> 127250 09F1123A FF0000FF7FFF7FFD
22:40:43.337: -> 130306 09FD023A FF030302F5FAFFFF
22:40:43.385: -> 127250 09F1123A FF0000FF7FFF7FFD
22:40:43.496: -> 127250 09F1123A FF0000FF7FFF7FFD
22:40:43.513: -> 065305 1CFF193A 419F001702000000
22:40:43.545: -> 130306 09FD023A FF03033D01FAFFFF
22:40:43.593: -> 127250 09F1123A FF0000FF7FFF7FFD
22:40:43.693: -> 127250 09F1123A FF0000FF7FFF7FFD
22:40:43.736: -> 130306 09FD023A FF0303DB00FAFFFF
22:40:43.784: -> 127250 09F1123A FF0000FF7FFF7FFD
22:40:43.896: -> 127250 09F1123A FF0000FF7FFF7FFD
22:40:43.944: -> 130306 09FD023A FF03035400FAFFFF
22:40:43.992: -> 127250 09F1123A FF0000FF7FFF7FFD
22:40:44.088: -> 127250 09F1123A FF0000FF7FFF7FFD
22:40:44.136: -> 130306 09FD023A FF03030AF5FAFFFF
22:40:44.184: -> 127250 09F1123A FF0000FF7FFF7FFD
22:40:44.296: -> 127250 09F1123A FF0000FF7FFF7FFD
22:40:44.344: -> 130306 09FD023A FF03031400FAFFFF
22:40:44.392: -> 127250 09F1123A FF0000FF7FFF7FFD
22:40:44.488: -> 127250 09F1123A FF0000FF7FFF7FFD
22:40:44.520: -> 065305 1CFF193A 419F001702000000
22:40:44.536: -> 130306 09FD023A FF03037900FAFFFF
22:40:44.584: -> 127250 09F1123A FF0000FF7FFF7FFD
22:40:44.696: -> 127250 09F1123A FF0000FF7FFF7FFD
22:40:44.744: -> 130306 09FD023A FF030379F4FAFFFF
22:40:44.792: -> 127250 09F1123A FF0000FF7FFF7FFD
22:40:44.888: -> 127250 09F1123A FF0000FF7FFF7FFD
22:40:44.936: -> 130306 09FD023A FF0303AE00FAFFFF
22:40:44.984: -> 127250 09F1123A FF0000FF7FFF7FFD
22:40:45.096: -> 127250 09F1123A FF0000FF7FFF7FFD
22:40:45.144: -> 130306 09FD023A FF03035EF5FAFFFF
22:40:45.192: -> 127250 09F1123A FF0000FF7FFF7FFD
22:40:45.288: -> 127250 09F1123A FF0000FF7FFF7FFD
22:40:45.336: -> 130306 09FD023A FF03036EF5FAFFFF
22:40:45.390: -> 127250 09F1123A FF0000FF7FFF7FFD
22:40:45.496: -> 127250 09F1123A FF0000FF7FFF7FFD
22:40:45.512: -> 065305 1CFF193A 419F001702000000
22:40:45.544: -> 130306 09FD023A FF03036EF4FAFFFF
22:40:45.592: -> 127250 09F1123A FF0000FF7FFF7FFD
22:40:45.688: -> 127250 09F1123A FF0000FF7FFF7FFD
22:40:45.736: -> 130306 09FD023A FF030310F5FAFFFF
22:40:45.784: -> 127250 09F1123A FF0000FF7FFF7FFD
22:40:45.896: -> 127250 09F1123A FF0000FF7FFF7FFD
22:40:45.945: -> 130306 09FD023A FF03031EF5FAFFFF
22:40:45.992: -> 127250 09F1123A FF0000FF7FFF7FFD
22:40:46.088: -> 127250 09F1123A FF0000FF7FFF7FFD
22:40:46.136: -> 130306 09FD023A FF03038300FAFFFF
22:40:46.184: -> 127250 09F1123A FF0000FF7FFF7FFD
22:40:46.296: -> 127250 09F1123A FF0000FF7FFF7FFD
22:40:46.344: -> 130306 09FD023A FF0303D3F4FAFFFF
22:40:46.392: -> 127250 09F1123A FF0000FF7FFF7FFD
22:40:46.488: -> 127250 09F1123A FF0000FF7FFF7FFD
22:40:46.520: -> 065305 1CFF193A 419F001702000000
22:40:46.536: -> 130306 09FD023A FF03032101FAFFFF
22:40:46.584: -> 127250 09F1123A FF0000FF7FFF7FFD
22:40:46.696: -> 127250 09F1123A FF0000FF7FFF7FFD
22:40:46.744: -> 130306 09FD023A FF030342F5FAFFFF
22:40:46.792: -> 127250 09F1123A FF0000FF7FFF7FFD
22:40:46.888: -> 127250 09F1123A FF0000FF7FFF7FFD
22:40:46.936: -> 130306 09FD023A FF030378F4FAFFFF
22:40:46.984: -> 127250 09F1123A FF0000FF7FFF7FFD
22:40:47.096: -> 127250 09F1123A FF0000FF7FFF7FFD
22:40:47.145: -> 130306 09FD023A FF030358F4FAFFFF
22:40:47.192: -> 127250 09F1123A FF0000FF7FFF7FFD
22:40:47.288: -> 127250 09F1123A FF0000FF7FFF7FFD
22:40:47.335: -> 130306 09FD023A FF03036CF4FAFFFF
22:40:47.383: -> 127250 09F1123A FF0000FF7FFF7FFD
22:40:47.495: -> 127250 09F1123A FF0000FF7FFF7FFD
22:40:47.511: -> 065305 1CFF193A 419F001702000000
22:40:47.543: -> 130306 09FD023A FF030352F5FAFFFF
22:40:47.591: -> 127250 09F1123A FF0000FF7FFF7FFD
22:40:47.689: -> 127250 09F1123A FF0000FF7FFF7FFD
22:40:47.735: -> 130306 09FD023A FF0303AAF4FAFFFF
22:40:47.783: -> 127250 09F1123A FF0000FF7FFF7FFD
22:40:47.895: -> 127250 09F1123A FF0000FF7FFF7FFD
22:40:47.943: -> 130306 09FD023A FF03034FF4FAFFFF
22:40:47.991: -> 127250 09F1123A FF0000FF7FFF7FFD
22:40:48.087: -> 127250 09F1123A FF0000FF7FFF7FFD
22:40:48.135: -> 130306 09FD023A FF03038B00FAFFFF
22:40:48.183: -> 127250 09F1123A FF0000FF7FFF7FFD
22:40:48.295: -> 127250 09F1123A FF0000FF7FFF7FFD
22:40:48.343: -> 130306 09FD023A FF030338F5FAFFFF
22:40:48.391: -> 127250 09F1123A FF0000FF7FFF7FFD
22:40:48.487: -> 127250 09F1123A FF0000FF7FFF7FFD
22:40:48.519: -> 065305 1CFF193A 419F001702000000
22:40:48.535: -> 130306 09FD023A FF03031600FAFFFF
22:40:48.586: -> 127250 09F1123A FF0000FF7FFF7FFD
22:40:48.698: -> 127250 09F1123A FF0000FF7FFF7FFD
22:40:48.743: -> 130306 09FD023A FF03032A00FAFFFF
22:40:48.791: -> 127250 09F1123A FF0000FF7FFF7FFD
22:40:48.887: -> 127250 09F1123A FF0000FF7FFF7FFD
22:40:48.935: -> 130306 09FD023A FF03031601FAFFFF
22:40:48.983: -> 127250 09F1123A FF0000FF7FFF7FFD
22:40:49.096: -> 127250 09F1123A FF0000FF7FFF7FFD
22:40:49.143: -> 130306 09FD023A FF0303D700FAFFFF
22:40:49.195: -> 127250 09F1123A FF0000FF7FFF7FFD
22:40:49.287: -> 127250 09F1123A FF0000FF7FFF7FFD
22:40:49.335: -> 130306 09FD023A FF03031FF5FAFFFF
22:40:49.383: -> 127250 09F1123A FF0000FF7FFF7FFD
22:40:49.495: -> 127250 09F1123A FF0000FF7FFF7FFD
22:40:49.511: -> 065305 1CFF193A 419F001702000000
22:40:49.543: -> 130306 09FD023A FF0303FA00FAFFFF
22:40:49.591: -> 127250 09F1123A FF0000FF7FFF7FFD
22:40:49.687: -> 127250 09F1123A FF0000FF7FFF7FFD
22:40:49.735: -> 130306 09FD023A FF03034AF5FAFFFF
22:40:49.783: -> 127250 09F1123A FF0000FF7FFF7FFD
22:40:49.895: -> 127250 09F1123A FF0000FF7FFF7FFD
22:40:49.943: -> 130306 09FD023A FF03039AF4FAFFFF
22:40:49.991: -> 127250 09F1123A FF0000FF7FFF7FFD
22:40:50.087: -> 127250 09F1123A FF0000FF7FFF7FFD
22:40:50.135: -> 130306 09FD023A FF0303B800FAFFFF
22:40:50.183: -> 127250 09F1123A FF0000FF7FFF7FFD
22:40:50.295: -> 127250 09F1123A FF0000FF7FFF7FFD
22:40:50.345: -> 130306 09FD023A FF0303F500FAFFFF
22:40:50.391: -> 127250 09F1123A FF0000FF7FFF7FFD
22:40:50.487: -> 127250 09F1123A FF0000FF7FFF7FFD
22:40:50.519: -> 065305 1CFF193A 419F001702000000
22:40:50.535: -> 130306 09FD023A FF030356F5FAFFFF
22:40:50.583: -> 127250 09F1123A FF0000FF7FFF7FFD
22:40:50.695: -> 127250 09F1123A FF0000FF7FFF7FFD
22:40:50.743: -> 130306 09FD023A FF03033800FAFFFF
22:40:50.791: -> 127250 09F1123A FF0000FF7FFF7FFD
22:40:50.892: -> 127250 09F1123A FF0000FF7FFF7FFD
22:40:50.935: -> 130306 09FD023A FF0303DD00FAFFFF
22:40:50.983: -> 127250 09F1123A FF0000FF7FFF7FFD
22:40:51.095: -> 127250 09F1123A FF0000FF7FFF7FFD
22:40:51.143: -> 130306 09FD023A FF03037BF4FAFFFF
22:40:51.191: -> 127250 09F1123A FF0000FF7FFF7FFD
22:40:51.287: -> 127250 09F1123A FF0000FF7FFF7FFD
22:40:51.336: -> 130306 09FD023A FF0303B9F4FAFFFF
22:40:51.383: -> 127250 09F1123A FF0000FF7FFF7FFD
22:40:51.496: -> 127250 09F1123A FF0000FF7FFF7FFD
22:40:51.511: -> 065305 1CFF193A 419F001702000000
22:40:51.543: -> 130306 09FD023A FF03035100FAFFFF
22:40:51.591: -> 127250 09F1123A FF0000FF7FFF7FFD
22:40:51.687: -> 127250 09F1123A FF0000FF7FFF7FFD
22:40:51.735: -> 130306 09FD023A FF030341F5FAFFFF
22:40:51.783: -> 127250 09F1123A FF0000FF7FFF7FFD
22:40:51.895: -> 127250 09F1123A FF0000FF7FFF7FFD
22:40:51.943: -> 130306 09FD023A FF03037FF4FAFFFF
22:40:51.991: -> 127250 09F1123A FF0000FF7FFF7FFD
22:40:52.087: -> 127250 09F1123A FF0000FF7FFF7FFD
22:40:52.135: -> 130306 09FD023A FF0303EDF4FAFFFF
22:40:52.183: -> 127250 09F1123A FF0000FF7FFF7FFD
22:40:52.295: -> 127250 09F1123A FF0000FF7FFF7FFD
22:40:52.343: -> 130306 09FD023A FF03030201FAFFFF
22:40:52.391: -> 127250 09F1123A FF0000FF7FFF7FFD
22:40:52.487: -> 127250 09F1123A FF0000FF7FFF7FFD
22:40:52.519: -> 065305 1CFF193A 419F001702000000
22:40:52.535: -> 130306 09FD023A FF0303B100FAFFFF
22:40:52.583: -> 127250 09F1123A FF0000FF7FFF7FFD
22:40:52.697: -> 127250 09F1123A FF0000FF7FFF7FFD
22:40:52.743: -> 130306 09FD023A FF0303DD00FAFFFF
22:40:52.791: -> 127250 09F1123A FF0000FF7FFF7FFD
22:40:52.887: -> 127250 09F1123A FF0000FF7FFF7FFD
22:40:52.934: -> 130306 09FD023A FF03031901FAFFFF
22:40:52.985: -> 127250 09F1123A FF0000FF7FFF7FFD
22:40:53.095: -> 127250 09F1123A FF0000FF7FFF7FFD
22:40:53.142: -> 130306 09FD023A FF03035500FAFFFF
22:40:53.190: -> 127250 09F1123A FF0000FF7FFF7FFD
22:40:53.286: -> 127250 09F1123A FF0000FF7FFF7FFD
22:40:53.334: -> 130306 09FD023A FF0303F100FAFFFF
22:40:53.382: -> 127250 09F1123A FF0000FF7FFF7FFD
22:40:53.494: -> 127250 09F1123A FF0000FF7FFF7FFD
22:40:53.510: -> 065305 1CFF193A 419F001702000000
22:40:53.542: -> 130306 09FD023A FF0303DA00FAFFFF
22:40:53.591: -> 127250 09F1123A FF0000FF7FFF7FFD
22:40:53.686: -> 127250 09F1123A FF0000FF7FFF7FFD
22:40:53.734: -> 130306 09FD023A FF030325F5FAFFFF
22:40:53.782: -> 127250 09F1123A FF0000FF7FFF7FFD
22:40:53.894: -> 127250 09F1123A FF0000FF7FFF7FFD
22:40:53.942: -> 130306 09FD023A FF03031EF4FAFFFF
22:40:53.990: -> 127250 09F1123A FF0000FF7FFF7FFD
22:40:54.086: -> 127250 09F1123A FF0000FF7FFF7FFD
22:40:54.135: -> 130306 09FD023A FF030303F5FAFFFF
22:40:54.182: -> 127250 09F1123A FF0000FF7FFF7FFD
22:40:54.294: -> 127250 09F1123A FF0000FF7FFF7FFD
22:40:54.342: -> 130306 09FD023A FF0303D800FAFFFF
22:40:54.390: -> 127250 09F1123A FF0000FF7FFF7FFD
22:40:54.486: -> 127250 09F1123A FF0000FF7FFF7FFD
22:40:54.518: -> 065305 1CFF193A 419F001702000000
22:40:54.534: -> 130306 09FD023A FF0303B7F4FAFFFF
22:40:54.582: -> 127250 09F1123A FF0000FF7FFF7FFD
22:40:54.694: -> 127250 09F1123A FF0000FF7FFF7FFD
22:40:54.743: -> 130306 09FD023A FF03033EF4FAFFFF
22:40:54.790: -> 127250 09F1123A FF0000FF7FFF7FFD
22:40:54.886: -> 127250 09F1123A FF0000FF7FFF7FFD
22:40:54.949: -> 130306 09FD023A FF03038C00FAFFFF
22:40:54.982: -> 127250 09F1123A FF0000FF7FFF7FFD
22:40:55.096: -> 127250 09F1123A FF0000FF7FFF7FFD
22:40:55.142: -> 130306 09FD023A FF0303E500FAFFFF
22:40:55.190: -> 127250 09F1123A FF0000FF7FFF7FFD
22:40:55.286: -> 127250 09F1123A FF0000FF7FFF7FFD
22:40:55.334: -> 130306 09FD023A FF0303F9F4FAFFFF
22:40:55.382: -> 127250 09F1123A FF0000FF7FFF7FFD
22:40:55.494: -> 127250 09F1123A FF0000FF7FFF7FFD
22:40:55.512: -> 065305 1CFF193A 419F001702000000
22:40:55.542: -> 130306 09FD023A FF030363F5FAFFFF
22:40:55.590: -> 127250 09F1123A FF0000FF7FFF7FFD
22:40:55.688: -> 127250 09F1123A FF0000FF7FFF7FFD
22:40:55.734: -> 130306 09FD023A FF0303A3F4FAFFFF
22:40:55.782: -> 127250 09F1123A FF0000FF7FFF7FFD
22:40:55.894: -> 127250 09F1123A FF0000FF7FFF7FFD
22:40:55.942: -> 130306 09FD023A FF030364F4FAFFFF
22:40:55.990: -> 127250 09F1123A FF0000FF7FFF7FFD
22:40:56.086: -> 127250 09F1123A FF0000FF7FFF7FFD
22:40:56.134: -> 130306 09FD023A FF03034BF5FAFFFF
22:40:56.182: -> 127250 09F1123A FF0000FF7FFF7FFD
22:40:56.294: -> 127250 09F1123A FF0000FF7FFF7FFD
22:40:56.342: -> 130306 09FD023A FF0303B8F4FAFFFF
22:40:56.390: -> 127250 09F1123A FF0000FF7FFF7FFD
22:40:56.486: -> 127250 09F1123A FF0000FF7FFF7FFD
22:40:56.518: -> 065305 1CFF193A 419F001702000000
22:40:56.534: -> 130306 09FD023A FF03033000FAFFFF
22:40:56.582: -> 127250 09F1123A FF0000FF7FFF7FFD
22:40:56.694: -> 127250 09F1123A FF0000FF7FFF7FFD
22:40:56.742: -> 130306 09FD023A FF03032D00FAFFFF
22:40:56.790: -> 127250 09F1123A FF0000FF7FFF7FFD
22:40:56.886: -> 127250 09F1123A FF0000FF7FFF7FFD
22:40:56.934: -> 130306 09FD023A FF030368F5FAFFFF
22:40:56.982: -> 127250 09F1123A FF0000FF7FFF7FFD
22:40:57.094: -> 127250 09F1123A FF0000FF7FFF7FFD
22:40:57.142: -> 130306 09FD023A FF030376F4FAFFFF
22:40:57.190: -> 127250 09F1123A FF0000FF7FFF7FFD
22:40:57.286: -> 127250 09F1123A FF0000FF7FFF7FFD
22:40:57.334: -> 130306 09FD023A FF03037A00FAFFFF
22:40:57.382: -> 127250 09F1123A FF0000FF7FFF7FFD
22:40:57.494: -> 127250 09F1123A FF0000FF7FFF7FFD
22:40:57.510: -> 065305 1CFF193A 419F001702000000
22:40:57.542: -> 130306 09FD023A FF03037EF4FAFFFF
22:40:57.590: -> 127250 09F1123A FF0000FF7FFF7FFD
22:40:57.686: -> 127250 09F1123A FF0000FF7FFF7FFD
22:40:57.734: -> 130306 09FD023A FF0303FC00FAFFFF
22:40:57.782: -> 127250 09F1123A FF0000FF7FFF7FFD
22:40:57.894: -> 127250 09F1123A FF0000FF7FFF7FFD
22:40:57.942: -> 130306 09FD023A FF03035FF5FAFFFF
22:40:57.990: -> 127250 09F1123A FF0000FF7FFF7FFD
22:40:58.085: -> 127250 09F1123A FF0000FF7FFF7FFD
22:40:58.133: -> 130306 09FD023A FF03036000FAFFFF
22:40:58.181: -> 127250 09F1123A FF0000FF7FFF7FFD
22:40:58.293: -> 127250 09F1123A FF0000FF7FFF7FFD
22:40:58.341: -> 130306 09FD023A FF03039D00FAFFFF
22:40:58.390: -> 127250 09F1123A FF0000FF7FFF7FFD
22:40:58.488: -> 127250 09F1123A FF0000FF7FFF7FFD
22:40:58.517: -> 065305 1CFF193A 419F001702000000
22:40:58.533: -> 130306 09FD023A FF0303FAF4FAFFFF
22:40:58.580: -> 127250 09F1123A FF0000FF7FFF7FFD
22:40:58.698: -> 127250 09F1123A FF0000FF7FFF7FFD
22:40:58.772: -> 130306 09FD023A FF0303B9F4FAFFFF
22:40:58.788: -> 127250 09F1123A FF0000FF7FFF7FFD
22:40:58.916: -> 127250 09F1123A FF0000FF7FFF7FFD
22:40:58.934: -> 130306 09FD023A FF03030700FAFFFF
22:40:59.010: -> 127250 09F1123A FF0000FF7FFF7FFD
22:40:59.092: -> 127250 09F1123A FF0000FF7FFF7FFD
22:40:59.174: -> 130306 09FD023A FF030345F5FAFFFF
22:40:59.220: -> 127250 09F1123A FF0000FF7FFF7FFD
22:40:59.316: -> 127250 09F1123A FF0000FF7FFF7FFD
22:40:59.332: -> 130306 09FD023A FF03032001FAFFFF
22:40:59.412: -> 127250 09F1123A FF0000FF7FFF7FFD
22:40:59.526: -> 127250 09F1123A FF0000FF7FFF7FFD
22:40:59.532: -> 065305 1CFF193A 419F001702000000
22:40:59.541: -> 130306 09FD023A FF030353F5FAFFFF
22:40:59.620: -> 127250 09F1123A FF0000FF7FFF7FFD
22:40:59.716: -> 127250 09F1123A FF0000FF7FFF7FFD
22:40:59.764: -> 130306 09FD023A FF03034500FAFFFF
22:40:59.780: -> 127250 09F1123A FF0000FF7FFF7FFD
22:40:59.927: -> 127250 09F1123A FF0000FF7FFF7FFD
22:40:59.940: -> 130306 09FD023A FF0303F0F4FAFFFF
22:40:59.988: -> 127250 09F1123A FF0000FF7FFF7FFD
22:41:00.084: -> 127250 09F1123A FF0000FF7FFF7FFD
22:41:00.132: -> 130306 09FD023A FF0303A6F4FAFFFF
22:41:00.180: -> 127250 09F1123A FF0000FF7FFF7FFD
22:41:00.294: -> 127250 09F1123A FF0000FF7FFF7FFD
22:41:00.340: -> 130306 09FD023A FF0303D1F4FAFFFF
22:41:00.388: -> 127250 09F1123A FF0000FF7FFF7FFD
22:41:00.484: -> 127250 09F1123A FF0000FF7FFF7FFD
22:41:00.518: -> 065305 1CFF193A 419F001702000000
22:41:00.532: -> 130306 09FD023A FF03031BF5FAFFFF
22:41:00.580: -> 127250 09F1123A FF0000FF7FFF7FFD
22:41:00.692: -> 127250 09F1123A FF0000FF7FFF7FFD
22:41:00.740: -> 130306 09FD023A FF03036CF4FAFFFF
22:41:00.789: -> 127250 09F1123A FF0000FF7FFF7FFD
22:41:00.885: -> 127250 09F1123A FF0000FF7FFF7FFD
22:41:00.932: -> 130306 09FD023A FF03033C00FAFFFF
22:41:00.981: -> 127250 09F1123A FF0000FF7FFF7FFD
22:41:01.093: -> 127250 09F1123A FF0000FF7FFF7FFD
22:41:01.141: -> 130306 09FD023A FF03037300FAFFFF
22:41:01.188: -> 127250 09F1123A FF0000FF7FFF7FFD
22:41:01.284: -> 127250 09F1123A FF0000FF7FFF7FFD
22:41:01.332: -> 130306 09FD023A FF03036AF4FAFFFF
22:41:01.380: -> 127250 09F1123A FF0000FF7FFF7FFD
22:41:01.492: -> 127250 09F1123A FF0000FF7FFF7FFD
22:41:01.511: -> 065305 1CFF193A 419F001702000000
22:41:01.540: -> 130306 09FD023A FF03031400FAFFFF
22:41:01.588: -> 127250 09F1123A FF0000FF7FFF7FFD
22:41:01.684: -> 127250 09F1123A FF0000FF7FFF7FFD
22:41:01.732: -> 130306 09FD023A FF03035E00FAFFFF
22:41:01.781: -> 127250 09F1123A FF0000FF7FFF7FFD
22:41:01.892: -> 127250 09F1123A FF0000FF7FFF7FFD
22:41:01.940: -> 130306 09FD023A FF03032BF5FAFFFF
22:41:01.988: -> 127250 09F1123A FF0000FF7FFF7FFD
22:41:02.084: -> 127250 09F1123A FF0000FF7FFF7FFD
22:41:02.132: -> 130306 09FD023A FF03039DF4FAFFFF
22:41:02.180: -> 127250 09F1123A FF0000FF7FFF7FFD
22:41:02.292: -> 127250 09F1123A FF0000FF7FFF7FFD
22:41:02.341: -> 130306 09FD023A FF03031100FAFFFF
22:41:02.388: -> 127250 09F1123A FF0000FF7FFF7FFD
22:41:02.484: -> 127250 09F1123A FF0000FF7FFF7FFD
22:41:02.516: -> 065305 1CFF193A 419F001702000000
22:41:02.532: -> 130306 09FD023A FF0303DCF4FAFFFF
22:41:02.580: -> 127250 09F1123A FF0000FF7FFF7FFD
22:41:02.692: -> 127250 09F1123A FF0000FF7FFF7FFD
22:41:02.740: -> 130306 09FD023A FF0303D700FAFFFF
22:41:02.788: -> 127250 09F1123A FF0000FF7FFF7FFD
22:41:02.889: -> 127250 09F1123A FF0000FF7FFF7FFD
22:41:02.932: -> 130306 09FD023A FF0303BFF4FAFFFF
22:41:02.980: -> 127250 09F1123A FF0000FF7FFF7FFD
22:41:03.092: -> 127250 09F1123A FF0000FF7FFF7FFD
22:41:03.140: -> 130306 09FD023A FF0303DDF4FAFFFF
22:41:03.188: -> 127250 09F1123A FF0000FF7FFF7FFD
22:41:03.284: -> 127250 09F1123A FF0000FF7FFF7FFD
22:41:03.332: -> 130306 09FD023A FF030364F4FAFFFF
22:41:03.380: -> 127250 09F1123A FF0000FF7FFF7FFD
